z_fa_2back,z_hit_2back,dprime_2back,StudyID
-0.21057730843467465,-0.4845962216014384,-0.27401891316676374,9
3.333513998702484,0.29040141220968574,-3.043112586492798,56
0.8799123245306048,0.03206886760597752,-0.8478434569246273,66
1.4251571410132444,-1.259593855412562,-2.6847509964258065,68
-0.4831997166759945,0.8070665014171011,1.2902662180930955,82
0.06204509980664521,0.8070665014171011,0.7450214016104559,89
0.8799123245306048,0.8070665014171011,-0.07284582311350363,111
-0.7558221249173144,-0.2262636769977302,0.5295584479195842,119
-1.0284445331586345,1.3237315906245175,2.352176123783152,129
-1.0284445331586345,0.03206886760597752,1.0605134007646118,130
-0.7558221249173144,1.0653990460208098,1.821221170938124,140
0.6072899162892849,-0.4845962216014384,-1.0918861378907232,141
0.06204509980664521,0.03206886760597752,-0.02997623220066769,143
1.4251571410132444,-0.7429287662051461,-2.1680859072183907,146
1.1525347327719246,-2.292924033827394,-3.4454587665993186,155
-0.4831997166759945,0.8070665014171011,1.2902662180930955,1
0.06204509980664521,-0.2262636769977302,-0.2883087768043754,3
-0.4831997166759945,1.0653990460208098,1.5485987626968043,22
-0.4831997166759945,0.29040141220968574,0.7736011288856802,33
0.06204509980664521,0.03206886760597752,-0.02997623220066769,37
2.515646773978524,-0.2262636769977302,-2.741910450976254,43
-1.0284445331586345,1.0653990460208098,2.093843579179444,51
0.06204509980664521,0.29040141220968574,0.22835631240304052,58
-0.21057730843467465,-2.80958912303481,-2.5990118146001353,67
0.3346675080479651,-1.0012613108088544,-1.3359288188568197,69
-0.4831997166759945,1.0653990460208098,1.5485987626968043,77
-0.4831997166759945,0.8070665014171011,1.2902662180930955,83
1.6977795492545644,-1.0012613108088544,-2.699040860063419,95
0.6072899162892849,0.03206886760597752,-0.5752210486833074,96
-0.21057730843467465,-0.7429287662051461,-0.5323514577704715,116
0.3346675080479651,0.8070665014171011,0.472398993369136,121
-1.0284445331586345,1.0653990460208098,2.093843579179444,131
-0.4831997166759945,1.0653990460208098,1.5485987626968043,117
-1.0284445331586345,0.5487339568133934,1.5771784899720278,2
-0.7558221249173144,0.8070665014171011,1.5628886263344155,6
-0.7558221249173144,0.8070665014171011,1.5628886263344155,19
-0.7558221249173144,0.5487339568133934,1.3045560817307078,26
-0.7558221249173144,1.0653990460208098,1.821221170938124,45
0.06204509980664521,-0.4845962216014384,-0.5466413214080836,48
1.4251571410132444,-1.0012613108088544,-2.426418451822099,50
-0.7558221249173144,1.3237315906245175,2.079553715541832,57
-0.7558221249173144,-0.4845962216014384,0.271225903315876,73
0.3346675080479651,0.29040141220968574,-0.04426609583827934,78
-0.4831997166759945,-2.5512565784311017,-2.068056861755107,90
-1.0284445331586345,-0.4845962216014384,0.5438483115571959,91
0.6072899162892849,0.03206886760597752,-0.5752210486833074,104
-0.21057730843467465,0.29040141220968574,0.5009787206443603,112
-0.4831997166759945,0.5487339568133934,1.0319336734893878,132
1.1525347327719246,-0.4845962216014384,-1.637130954373363,133
-0.7558221249173144,0.29040141220968574,1.046223537127,4
-0.7558221249173144,1.3237315906245175,2.079553715541832,8
-0.7558221249173144,1.5820641352282252,2.3378862601455395,18
-1.0284445331586345,0.5487339568133934,1.5771784899720278,21
